Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Chilled Display,Upright Glass Door Chillers,,HD1140,HD Range,Glass Door Merchandiser,White Hinged Door,0.1,R134a,410,Off Cycle,4 to 8,,White,White,13 Amp,10.7,637,57,40C at 60% RH,,5,920ltr,32.5,2020,1140,635,180,1380,1050,550,,,,182,*Fully automatic*Fan assisted cooling*Adjustable shelves (split level)*Adjustable feet*Interior light with switch*Temperature display*Light canopy with switch*Replaceable door gasket*Energy saving low E glass*HD1140 & HD1360 are ECA approved,,hd1140-stocked-03.jpg,HD1140 Stocked,hd1140-pkd-11.jpg,HD1140 Packed,,,,,Staycold,Y,GROUP 3,No,No,,,,,1628,1123.32,1229.4656,2,1,Y,1140mm,635mm,2020mm
Chilled Display,Upright Glass Door Chillers,,HD1360,HD Range,Glass Door Merchandiser,White Hinged Door,0.1,R134a,500,Off Cycle,4 to 8,,White,White,13 Amp,13.1,780,57,40C at 60% RH,,5,1110ltr,39.2,2020,1360,635,208,1380,1270,550,,,,210,*Fully automatic*Fan assisted cooling*Adjustable shelves (split level)*Adjustable feet*Interior light with switch*Temperature display*Light canopy with switch*Replaceable door gasket*Energy saving low E glass*HD1140 & HD1360 are ECA approved,,hd1360-stocked-03.jpg,HD1360 Stocked,,,,,,,Staycold,,GROUP 3,No,No,,,,,1957,1350.33,1477.9264,2,1,,1360mm,635mm,2020mm
Chilled Display,Upright Glass Door Chillers,,SD890,SD Range,Glass Door Merchandiser,White Sliding Door,0.1,R134a,350,Off Cycle,4 + 4,,White,White,13 Amp,8.78,523,57,40C at 60% RH,,5,675ltr,23.8,2020,890,635,152,1380,800,515,,,,154,*Fully automatic*Fan assisted cooling*Adjustable shelves (split level)*Adjustable feet*Interior light with switch*Temperature display*Self closing doors*Light canopy with switch*Energy saving low E glass*SD1140 & SD1360 are ECA approved,sd-range-14.jpg,sd890-stocked-03.jpg,SD890 Stocked,,,,,029.pdf,,Staycold,Y,GROUP 3,No,No,,The Staycold SD range is made in South Africa and is designed to cope with their hot and often humid environment. Their units are able to work in a scorching ambient of up to 40C. This combined with their excellent build quality has gained them a reputation in the UK for building long lasting units that keep product at the right temperature especially when the weather gets hot. Intelligent use of high efficiency compressor Low E glass for energy saving all adds up to an excellent package. (The SD1140 and SD1360 are both on the Energy Technology list and are ECA approved),,,1274,879.06,962.1248,2,1,Y,890mm,635mm,2020mm
Chilled Display,Upright Glass Door Chillers,,SD1140,SD Range,Glass Door Merchandiser,White Sliding Door,0.1,R134a,410,Off Cycle,4 Per door,,White,White,13 Amp,10.7,637,57,40C at 60% RH,,5,890ltr,31.4,2020,1140,635,180,1380,1050,515,,,,182,*Fully automatic*Fan assisted cooling*Adjustable shelves (split level)*Adjustable feet*Interior light with switch*Temperature display*Self closing doors*Light canopy with switch*Energy saving low E glass*SD1140 & SD1360 are ECA approved,,sd1140-stocked-03.jpg,SD1140 Stocked,,,,,,,Staycold,,GROUP 3,No,No,,,,,1436,990.84,1084.4672,2,1,,1140mm,635mm,2020mm
Chilled Display,Upright Glass Door Chillers,,SD1360,SD Range,Glass Door Merchandiser,White Sliding Door,0.1,R134a,500,Off Cycle,4 Per door,,White,White,13 Amp,13.1,780,57,40C at 60% RH,,5,1075ltr,37.9,2020,1360,635,208,1380,1270,515,,,,210,*Fully automatic*Fan assisted cooling*Adjustable shelves (split level)*Adjustable feet*Interior light with switch*Temperature display*Self closing doors*Light canopy with switch*Energy saving low E glass*SD1140 & SD1360 are ECA approved,,sd1360-stocked-03.jpg,SD1360 Stocked,,,,,,,Staycold,,GROUP 3,No,No,,,,,1682,1160.58,1270.2464,2,1,,1360mm,635mm,2020mm
Chilled Display,Glass Display Cabinets,,PRISMA 400QG,Prisma 400 Gold Range,Glass Display,Gold Anodised,0.4,R404a,350,Timed Off Cycle,5,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,9.18,580,<65,25C at 60% RH,No,3,400ltr,14.1,1821,674,674,178,,,,,,,193,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,prisma400-gold-range-14.jpg,prisma400qg-stocked-15.jpg,Prisma 400QG Wire Shelves,prisma400q-gold-pkd-11.jpg,Prisma 400QG Packed,prisma400-gold-dia-05.jpg,Prisma 400 Diagram,030.pdf,,Tecfrigo,,GROUP 2,No,No,,"Available with either glass rotating shelves or wire shelves the Prisma refrigerated cabinets with glass on all 4 sides and vertical lighting are ideal for displaying cakes and desserts. Fan assisted cooling gives even temperature over the whole unit. The rotating ""R"" version has round glass shelves and the display can be switched between rotating and static. Ideal for cakes and desserts in cafes and restaurants.",,,1592,1098.48,1202.2784,2,1,,674mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,PRISMA 400RG,Prisma 400 Gold Range,Glass Display,Gold Anodised,0.4,R404a,350,Timed Off Cycle,5,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,9.34,590,<65,25C at 60% RH,No,3,400ltr,14.1,1821,674,674,178,,,,,,,193,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,,prisma400rg-stocked-15.jpg,Prisma 400RG Rotating Shelves,,,,,,,Tecfrigo,,GROUP 2,No,No,,,,,1699,1172.31,1283.0848,2,1,,674mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,PRISMA 800RQG,Prisma 800 RQG,Glass Display,Gold Anodised,0.4,R404a,545,Timed Off Cycle,5,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,14.28,850,<65,25C at 60% RH,,3,800ltr,28.24,1821,1279,674,246,,,,,,,280,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,,prisma800rqg-12.jpg,Prisma 800 RQG,,,prisma800-gold-dia-06.jpg,Prisma 800 Diagram,,Y,Tecfrigo,,GROUP 3,No,No,,Make your display big with the double door Prisma 800RQ. Fixed wire shelves on the left hand side and glass rotating shelves on the right hand side. Fan assisted cooling ensures even cooling over the whole cabinet and vertical lighting illuminates your product. Ideal for cakes and desserts in cafes and restaurants.,,,2690,1856.1,2031.488,2,1,,1279mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,PRISMA 400QS,Prisma 400 Silver Range,Glass Display,Silver Anodised,0.4,R404a,350,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,9.18,580,<65,25C at 60% RH,No,3,400ltr,14.1,1821,674,674,178,,,,,,,193,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,prisma400-silver-range-14.jpg,prisma400qs-stocked-15.jpg,Prisma 400QS Wire Shelves,prisma400q-silver-pkd-11.jpg,Prisma 400QS Packed,prisma400-silver-dia-05.jpg,Prisma 400 Diagram,030.pdf,,Tecfrigo,,GROUP 2,No,No,,"Available with either glass rotating shelves or wire shelves the Prisma refrigerated cabinets with glass on all 4 sides and vertical lighting are ideal for displaying cakes and desserts. Fan assisted cooling gives even temperature over the whole unit. The rotating ""R"" version has round glass shelves and the display can be switched between rotating and static. Ideal for cakes and desserts in cafes and restaurants.",,,1592,1098.48,1202.2784,2,1,,674mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,PRISMA 400RS,Prisma 400 Silver Range,Glass Display,Silver Anodised,0.4,R404a,350,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,9.34,590,<65,25C at 60% RH,No,3,400ltr,14.1,1821,674,674,178,,,,,,,193,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,,prisma400rs-stocked-15.jpg,Prisma 400RS Rotating Shelves,,,,,,,Tecfrigo,,GROUP 2,No,No,,,,,1699,1172.31,1283.0848,2,1,,674mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,PRISMA 800RQS,Prisma 800 RQS,Glass Display,Silver Anodised,0.4,R404a,545,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,14.28,850,<65,25C at 60% RH,,3,800ltr,28.24,1821,1279,674,246,,,,,,,280,*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire or rotating glass shelf options,,prisma800rqs-12.jpg,Prisma 800 RQS,,,prisma800-silver-dia-06.jpg,Prisma 800 Diagram,,Y,Tecfrigo,,GROUP 3,No,No,,Make your display big with the double door Prisma 800RQ. Fixed wire shelves on the left hand side and glass rotating shelves on the right hand side. Fan assisted cooling ensures even cooling over the whole cabinet and vertical lighting illuminates your product. Ideal for cakes and desserts in cafes and restaurants.,,,2690,1856.1,2031.488,2,1,,1279mm,674mm,1821mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 350G,Continental 350 Range,Glass Display,Glass Shelf,0.3,R404a,400,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,9.05,520,<65,25C at 60% RH,No,3,350ltr,12.4,1810,595,615,143,,,,,,,163,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",conti350-range-14.jpg,cont350g-15.jpg,Continental 350G Glass Shelves,,,conti350-dia-14.jpg,Continental 350G Diagram,031.pdf,,Tecfrigo,,GROUP 2,No,No,,"The Continental range comes with several choices. Wire shelves (Q), glass shelves (G) or rotating round glass shelves (R). Each of them gives a great solution for an all round display. Ideal for all types of cakes and desserts, the units come with vertical internal lighting for the best display of your products and fan assisted cooling for an even temperature over the whole cabinet. A great solution for restaurants and cafes",,,1712,1181.28,1292.9024,2,1,,595mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 350Q,Continental 350 Range,Glass Display,Wire Shelf,0.3,R404a,400,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,9.05,520,<65,25C at 60% RH,No,3,351ltr,12.4,1810,595,615,143,,,,,,,163,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",,conti350q-12.jpg,Continental 350Q Wire Shelves,conti350q-pkd-11.jpg,Continental 350Q Packed,,,,,Tecfrigo,,GROUP 2,No,No,,,,,1712,1181.28,1292.9024,2,1,,595mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 350R,Continental 350 Range,Glass Display,Rotating Shelf,0.3,R404a,400,Timed Off Cycle,5,,Glass/Aluminium,Anodised Aluminium,13 Amp,10.03,600,<65,25C at 60% RH,No,3,352ltr,12.4,1810,595,615,143,,,,,,,163,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",,conti350r-12.jpg,Continental 350R Rotating Shelves,,,,,,,Tecfrigo,,GROUP 2,No,No,,,,,1773,1223.37,1338.9696,2,1,,595mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 700G,Continental 700 Range,Glass Display,Glass Shelf,0.3,R134a,630,Timed Off Cycle,5 per door,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,12.24,850,<65,25C at 60% RH,,3,700ltr,24.7,1810,1145,615,211,,,,,,,242,*Fully Automatic Operation*Fully Adjustable Shelving*Double Glazed Door*100% CFC Free*Fan Assisted Cooling*Castors Fitted as Standard*Auto Defrost*5 Shelves as Standard (6 On 700R & 700RQ only)*Excellent Internal Illumination For Better Display*Easy Clean Interior*Temperature Display*Easily Replaceable Door Gaskets*Anti Mist Glass*Rotating glass shelves (On Model 700R &700RQ only),conti700-range-14.jpg,cont700g-15.jpg,Continental 700G Glass Shelves,,,conti700-dia-14.jpg;conti700-2-dia-14.jpg,Continental 700 Diagram;Continental 700 External Airflow,031.pdf,Y,Tecfrigo,,GROUP 3,No,No,,"Make your display big with the double door Continental. The QQ has fixed wire shelves, R - rotating round glass shelves, G - glass shelves and RQ with rotating glass shelves on the left hand side and wire shelves on the right hand side. Fan assisted cooling ensures even temperature over the whole cabinet and vertical lighting illuminates your product. Ideal for cakes and desserts in cafes and restaurants.",,,2775,1914.75,2095.68,2,1,,1145mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 700Q-Q,Continental 700 Range,Glass Display,Wire Shelf,0.3,R134a,630,Timed Off Cycle,5 per door,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,12.24,850,<65,25C at 60% RH,,3,700ltr,24.7,1810,1145,615,239,,,,,,,270,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",,cont700q-15.jpg,Continental 700Q Wire Shelves,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,2688,1854.72,2029.9776,2,1,,1145mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 700R,Continental 700 Range,Glass Display,Rotating Shelf,0.3,R134a,630,Timed Off Cycle,6 per door,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,15.12,1050,<65,25C at 60% RH,,3,700ltr,24.7,1810,1145,615,231,,,,,,,262,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",,cont700r-15.jpg,Continental 700R Rotating Shelves,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,2995,2066.55,2261.824,2,1,,1145mm,615mm,1810mm
Chilled Display,Glass Display Cabinets,,CONTINENTAL 700R-Q,Continental 700 Range,Glass Display,Rotating-WIre Shelf,0.3,R134a,630,Timed Off Cycle,5 per door,,Glass/Aluminium,Coloured Anodised Aluminium,13 Amp,13.68,950,<65,25C at 60% RH,,3,700ltr,24.7,1810,1145,615,221,,,,,,,252,"*Fully automatic*Fan assisted cooling*Adjustable shelves*Castors*Interior light with switch*Digital controller and temperature display*Replaceable door gasket*Wire, glass or rotating glass shelf options",,cont700rq-15.jpg,Continental 700R-Q Rotating & Wire Shelves,,,,,,Y,Tecfrigo,,GROUP 3,No,No,,,,,2998,2068.62,2264.0896,2,1,,1145mm,615mm,1810mm
Chilled Display,Counter Top Displays,,UPD60,UPD Range,Glass Display,Black,0.166666667,R134a,100,Off Cycle,2,,Black,Black,13 Amp,3.76,164,42,25C at 60% RH,No,3,58ltr,2,810,428,386,37,460,400,346,900,450,500,42,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Replaceable door gasket,upd-range-15.jpg,upd60-stocked-13.jpg,UPD60 Stocked,upd60-pkd-12.jpg,UPD60 packed,,,034.pdf,,Tefcold,,GROUP 1,No,No,,A great little counter top cooler available in 2 heights. Its sleek black finish looks great in cafes and restaurants and is excellent for display of cakes and desserts. LED lights help to display the products and fan assisted cooling ensures even temperature over the whole cabinet.,,,398,274.62,300.5696,2,1,,428mm,386mm,810mm
Chilled Display,Counter Top Displays,,UPD80,UPD Range,Glass Display,Black,0.166666667,R134a,124,Off Cycle,3,,Black,Black,13 Amp,3.9,184,42,25C at 60% RH,No,3,78ltr,2.8,960,428,386,41,610,400,346,1040,450,500,46,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Replaceable door gasket,,upd80-stocked-15.jpg,UPD80 Stocked,,,,,,,Tefcold,,GROUP 1,No,No,,,,,453,312.57,342.1056,2,1,,428mm,386mm,960mm
Chilled Display,Counter Top Displays,,MICRON I,Micron Range,Glass Display,White,0.4,R134a,160,Off Cycle,2,,White,White,13 Amp,3.65,250,<65,25C at 60% RH,No,3,68ltr,2.4,734,430,385,34,,,,,,,40,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Replaceable door gasket,micron-range-14.jpg,micron1-03.jpg,Micron I,,,micron1-dia-10.jpg,Micron I Diagram,,Y,Tecfrigo,,GROUP 1,No,No,,A great little counter top cooler available in 3 heights. Its clean white design looks great in cafes and restaurants and is excellent for display of cakes and desserts. LED lights help to display the products and fan assisted cooling ensures an even temperature over the whole cabinet.,,,994,685.86,750.6688,2,1,,430mm,385mm,734mm
Chilled Display,Counter Top Displays,,MICRON II,Micron Range,Glass Display,White,0.4,R134a,160,Off Cycle,2,,White,White,13 Amp,3.93,250,<65,25C at 60% RH,No,3,93ltr,3.3,885,430,385,37,,,,,,,42,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Replaceable door gasket,,micron2-03.jpg,Micron II,,,micron2-dia-10.jpg,Micron II Diagram,,Y,Tecfrigo,,GROUP 1,No,No,,,,,1010,696.9,762.752,2,1,Y,430mm,385mm,885mm
Chilled Display,Counter Top Displays,,MICRON III,Micron Range,Glass Display,White,0.4,R134a,160,Off Cycle,3,,White,White,13 Amp,4.21,250,<65,25C at 60% RH,No,3,120ltr,4.2,1105,430,385,40,,,,,,,45,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Replaceable door gasket,,micron3-03.jpg,Micron III,micron3-pkd-11.jpg,Micron III Packed,micron3-dia-10.jpg,Micron III Diagram,,Y,Tecfrigo,,GROUP 1,No,No,,,,,1098,757.62,829.2096,2,1,Y,430mm,385mm,1105mm
Chilled Display,Counter Top Displays,,MANCHESTER,Manchester,Counter Top Display,Black,0.666666667,R134a,400,Off Cycle,1,,"Black, Stainless",Black,13 Amp,3.56,274,55,25C at 60% RH,,3,0.68m?,,630,1060,640,94,,,,,,,0,*Fully automatic*Fan assisted cooling*Adjustable shelves*Rollers*Digital controller and temperature display*Replaceable door gasket*Acrylic sliding doors to display area*Ambient shelf,,manchester-stocked-11.jpg,Manchester,manchester-pkd-11.jpg,Manchester Packed,manchester-dia-11.jpg,Manchester Diagram,035.pdf,,Trimco,,GROUP 1,No,No,,"A simple yet effective counter top display serve over unit with a refrigerated deck for cakes, sandwiches, desserts and drinks and an ambient shelf above. Sliding rear door help keep the unit cold yet allows easy access to product inside. The fan assisted cooling helps to keep an even temperature over the whole display deck. It even has small rollers underneath (allowing you to move the unit side to side) to allow you to clean easily under the cabinet.",,,998,688.62,753.6896,2,1,Y,1060mm,640mm,630mm
