Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
GS6/T,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Dual Zone,Griddles,SB6 SLS6 CN6 CC6 HC6 HCL6,electric,4 kW,330,600,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility,S-LINKELECGRID,680,38,GS6T.jpg,92,154,600mm,600mm,330mm,391
GS6/TFR,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Fully Ribbed - Dual Zone,Griddles,SB6 SLS6 CN6 CC6 HC6 HCL6,electric,4 kW,330,600,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility<br>* Ribbed surface gives food an attractive branded appearance,S-LINKGRIDRIB,914,38,GS6TFR.jpg,95,154,600mm,600mm,330mm,525.55
GS6/TR,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Half-Ribbed - Dual Zone,Griddles,SB6SLS6 CN6 CC6 HC6 HCL6,electric,4 kW,330,600,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility<br>* Ribbed surface gives food an attractive branded appearance,S-LINKGRIDRIB,782,38,GS6TR.jpg,94,154,600mm,600mm,330mm,449.65
GS65,Cooking Equipment,Silverlink 600,Griddle,Steel Plate,Griddles,SB6 SLS6 CN6 CC6 HC6 HCL6,electric,4.5 kW,330,600,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance,S-LINKELECGRID,647,38,GS65.jpg,92,154,600mm,600mm,330mm,372.025
GS6/C,Cooking Equipment,Silverlink 600,Griddle,Hard Chrome Plated,Griddles,SB6 SLS6 CN6 CC6 HC6 HCL6,electric,3 kW,330,600,600,* Attractive hard chrome plating  on a 12mm thick steel base gives a tough easy-clean finish and even heat distribution<br>* Reduced heat radiation into cooking area for comfortable working and lower energy costs<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance,S-LINKGRIDCHR,1415,38,GS6C.jpg,93,154,600mm,600mm,330mm,813.625
GS6C/T,Cooking Equipment,Silverlink 600,Griddle,Hard Chrome Plated - Dual Zone,Griddles,SB6 SLS6 CN6 CC6 HC6 HCL6,electric,4 kW,330,600,600,* Attractive hard chrome plating  on a 12mm thick steel base gives a tough easy-clean finish and even heat distribution<br>* Reduced heat radiation into cooking area for comfortable working and lower energy costs<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGRIDCHR,1539,38,GS6C.jpg,93,154,600mm,600mm,330mm,884.925
GS7,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Dual Zone,Griddles,SB7 SLS7 CN7 CC7 HC7 HCL7,electric,6 kW,330,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility,S-LINKELECGRID,752,47,GS7.jpg,92,154,750mm,600mm,330mm,432.4
GS7/N,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Dual Zone,Griddles,SB7 SLS7 CN7,gas,7.5 kW,415,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGASGRID,1313,54,GS7-gas.jpg,88,154,750mm,600mm,415mm,754.975
GS7/P,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Dual Zone,Griddles,SB7 SLS7 CN7,gas,8 kW,415,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGASGRID,1313,54,GS7-gas.jpg,88,154,750mm,600mm,415mm,754.975
GS7/R,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Half-Ribbed - Dual Zone,Griddles,SB7 SLS7 CN7,electric,6 kW,330,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility<br>* Ribbed surface gives food an attractive branded appearance,S-LINKGASGRID,859,47,GS6TR.jpg,94,154,750mm,600mm,330mm,493.925
GS7R/N,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Half-Ribbed - Dual Zone,Griddles,SB7 SLS7 CN7,gas,7.5 kW,415,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility<br>* Ribbed surface gives food an attractive branded appearance,S-LINKGASGRID,1402,54,GS7R-gas.jpg,90,154,750mm,600mm,415mm,806.15
GS7R/P,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Half-Ribbed - Dual Zone,Griddles,SB7 SLS7 CN7,gas,8 kW,415,750,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility<br>* Ribbed surface gives food an attractive branded appearance,S-LINKGASGRID,1402,54,GS7R-gas.jpg,90,154,750mm,600mm,415mm,806.15
GS7/C,Cooking Equipment,Silverlink 600,Griddle,Hard Chrome Plated - Dual Zone,Griddles,SB7 SLS7 CN7 CC7 HC7 HCL7,electric,6 kW,330,750,600,* Attractive hard chrome plating  on a 12mm thick steel base gives a tough easy-clean finish and even heat distribution<br>* Reduced heat radiation into cooking area for comfortable working and lower energy costs<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGRIDCHR,1695,47,GS6C.jpg,92,154,750mm,600mm,330mm,974.625
GS7C/N,Cooking Equipment,Silverlink 600,Griddle,Hard Chrome Plated,Griddles,SB7 SLS7 CN7,gas,7.5 kW,415,750,600,* Attractive hard chrome plating  on a 12mm thick steel base gives a tough easy-clean finish and even heat distribution<br>* Reduced heat radiation into cooking area for comfortable working and lower energy costs<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGASGRID,2473,54,GS7C-gas.jpg,89,154,750mm,600mm,415mm,1421.975
GS7C/P,Cooking Equipment,Silverlink 600,Griddle,Hard Chrome Plated - Dual Zone,Griddles,SB7 SLS7 CN7,gas,8 kW,415,750,600,* Attractive hard chrome plating  on a 12mm thick steel base gives a tough easy-clean finish and even heat distribution<br>* Reduced heat radiation into cooking area for comfortable working and lower energy costs<br>* Fully-welded plates eliminate dirt traps<br>* Independently controlled dual heat zones for increased flexibility,S-LINKGASGRID,2473,54,GS7C-gas.jpg,89,154,750mm,600mm,415mm,1421.975
GS9,Cooking Equipment,Silverlink 600,Griddle,Steel Plate - Dual Zone,Griddles,SB9 SLS9 HCL9,electric,8.6 kW,330,900,600,* Solid 12mm thick machined steel plate ensures even heat distribution and excellent heat retention<br>* Fully-welded plates eliminate dirt traps<br>* Thermostatically controlled for consistent performance<br>* Independently controlled dual heat zones for increased flexibility,S-LINKELECGRID,887,58,GS9.jpg,92,154,900mm,600mm,330mm,510.025
HB2,Merchandisers and Display Cases,Seal,Heated Display Base,,Heated Display Bases,HBBM2,electric,1000 W,115,754,531,* Thermostatic control allows base heat to be adjusted to suit a variety of food products <br>* Minimum food holding temperature of 72°C <br>* Aluminium surface for energy-efficient heat conduction <br>* Accepts 1/1GN containers - for tempting displays of hot food direct from the oven <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Affordable choice where overhead heat and illumination is not required for example where covered dishes are served <br>* Optional bain marie adaptor holds 2/3GN containers for added flexibility,SEAL-HB,324,11,HB2.jpg,30,189,754mm,531mm,115mm,186.3
HB3,Merchandisers and Display Cases,Seal,Heated Display Base,,Heated Display Bases,HBBM3,electric,1400 W,115,1094,531,* Thermostatic control allows base heat to be adjusted to suit a variety of food products <br>* Minimum food holding temperature of 72°C <br>* Aluminium surface for energy-efficient heat conduction <br>* Accepts 1/1GN containers - for tempting displays of hot food direct from the oven <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Affordable choice where overhead heat and illumination is not required for example where covered dishes are served <br>* Optional bain marie adaptor holds 2/3GN containers for added flexibility,SEAL-HB,372,15,HB3.jpg,30,189,1094mm,531mm,115mm,213.9
HB4,Merchandisers and Display Cases,Seal,Heated Display Base,,Heated Display Bases,HBBM4,electric,1750 W,115,1434,531,* Thermostatic control allows base heat to be adjusted to suit a variety of food products <br>* Minimum food holding temperature of 72°C <br>* Aluminium surface for energy-efficient heat conduction <br>* Accepts 1/1GN containers - for tempting displays of hot food direct from the oven <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Affordable choice where overhead heat and illumination is not required for example where covered dishes are served <br>* Optional bain marie adaptor holds 2/3GN containers for added flexibility,SEAL-HB,459,19,HB4.jpg,30,189,1434mm,531mm,115mm,263.925
HBBM2,Accessories & Options,Accessories & Options,Bain marie adaptor including GN dishes and lids,For HB2 models,Accessory - Seal,,,,,,,,,213,5,,115,207,,,,122.475
HBBM3,Accessories & Options,Accessories & Options,Bain marie adaptor including GN dishes and lids,For HB3 models,Accessory - Seal,,,,,,,,,288,8,,115,207,,,,165.6
HBBM4,Accessories & Options,Accessories & Options,Bain marie adaptor including GN dishes and lids,For HB4 models,Accessory - Seal,,,,,,,,,352,9,,115,207,,,,202.4
HC3,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal (heated),,Pedestals - Open Top with Doors,,electric,0.25 kW,650-670,300,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEAT,376,15,HC3.jpg,37,159,300mm,600mm,650-670mm,216.2
HC4,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal (heated),,Pedestals - Open Top with Doors,,electric,0.5 kW,650-670,450,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEAT,390,20,HC3.jpg,37,159,450mm,600mm,650-670mm,224.25
HC6,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal (heated),,Pedestals - Open Top with Doors,,electric,0.5 kW,650-670,600,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEAT,408,25,HC7.jpg,37,159,600mm,600mm,650-670mm,234.6
HC7,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal (heated),,Pedestals - Open Top with Doors,,electric,0.5 kW,650-670,750,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEAT,469,29,HC7.jpg,37,159,750mm,600mm,650-670mm,269.675
HCL3,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal with Top & Legs (heated),,Pedestals - Closed Top with Doors,,electric,0.25 kW,650-685,300,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEATL,411,19,HCL4.jpg,37,158,300mm,600mm,650-685mm,236.325
HCL4,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal with Top & Legs (heated),,Pedestals - Closed Top with Doors,,electric,0.5 kW,650-685,450,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEATL,430,24,HCL4.jpg,37,158,450mm,600mm,650-685mm,247.25
HCL6,Stainless Steel Fabrication/Furniture,Silverlink 600,Pedestal with Top & Legs (heated),,Pedestals - Closed Top with Doors,,electric,0.5 kW,650-685,600,600,* Designed to support Silverlink 600 electric counter-top units<br>* Adjustable shelf provides flexibility<br>* Adjustable for perfect alignment on uneven floors<br>* Heated model featuring thermostatic control – ideal as a plate warmer<br>* Doors are designed to fit left or right handed for flexibility in kitchen planning,S-LINKPEDHEATL,471,29,HCL9.jpg,37,158,600mm,600mm,650-685mm,270.825
